,rideshare_company,pickup_zone,dropoff_zone,trip_length_miles,trip_time_seconds,base_passenger_fare_dollars,tolls_dollars,black_car_fund_dollars,sales_tax_dollars,congestion_surcharge_dollars,airport_fee_dollars,tip_dollars,driver_pay_dollars,driver_total_pay_dollars,good_fare,request_month,request_date,request_hour,request_minute,request_day_of_week,time_of_day,pickup_borough,dropoff_borough,tip_or_no_tip
2200,Uber,Upper West Side South,Midtown Center,2.28,836,18.97,0.0,0.57,1.68,2.75,0.0,2.39,10.6,12.99,False,Mar,07,09,05,Tue,morning,Manhattan,Manhattan,True
2201,Uber,Upper West Side North,Yorkville West,1.89,842,10.88,0.0,0.33,0.97,2.75,0.0,3.0,10.73,13.73,False,Mar,07,09,34,Tue,morning,Manhattan,Manhattan,True
2202,Uber,Borough Park,Sunset Park East,1.32,907,7.45,0.0,0.22,0.66,0.0,0.0,3.0,10.09,13.09,False,Mar,07,10,53,Tue,morning,Brooklyn,Brooklyn,True
2203,Uber,Laurelton,JFK Airport,5.64,615,19.51,0.0,0.66,1.95,0.0,2.5,0.0,14.31,14.31,False,Mar,07,11,56,Tue,morning,Queens,Queens,False
2204,Lyft,Long Island City/Hunters Point,Roosevelt Island,2.375,839,14.72,0.0,0.32,0.95,0.0,0.0,0.0,10.81,10.81,False,Mar,07,12,25,Tue,afternoon,Queens,Queens,False
2205,Lyft,Springfield Gardens North,Saint Albans,2.354,862,11.49,0.0,0.35,1.02,0.0,0.0,0.0,10.99,10.99,False,Mar,07,12,28,Tue,afternoon,Queens,Queens,False
2206,Uber,Soundview/Castle Hill,West Farms/Bronx River,1.72,510,8.05,0.0,0.24,0.71,0.0,0.0,0.0,7.22,7.22,False,Mar,07,13,36,Tue,afternoon,Bronx,Bronx,False
2207,Uber,East Village,Union Sq,1.32,659,13.61,0.0,0.41,1.21,2.75,0.0,0.0,7.77,7.77,False,Mar,07,15,25,Tue,afternoon,Manhattan,Manhattan,False
2208,Uber,Upper East Side South,Outside of NYC,16.61,4957,89.63,20.0,3.29,0.0,0.0,0.0,16.93,70.45,87.38,True,Mar,07,15,54,Tue,afternoon,Manhattan,Manhattan,True
2209,Uber,Mount Hope,East Tremont,1.26,767,8.34,0.0,0.25,0.74,0.0,0.0,0.0,8.71,8.71,False,Mar,07,16,28,Tue,afternoon,Bronx,Bronx,False
2210,Uber,Prospect-Lefferts Gardens,Flatbush/Ditmas Park,1.87,915,15.17,0.0,0.46,1.35,0.0,0.0,0.0,13.29,13.29,False,Mar,07,16,44,Tue,afternoon,Brooklyn,Brooklyn,False
2211,Uber,SoHo,SoHo,0.24,182,9.1,0.0,0.27,0.81,2.75,0.0,0.0,5.39,5.39,False,Mar,07,16,48,Tue,afternoon,Manhattan,Manhattan,False
2212,Uber,Ocean Parkway South,Homecrest,0.91,258,7.86,0.0,0.24,0.7,0.0,0.0,0.0,6.08,6.08,False,Mar,07,16,54,Tue,afternoon,Brooklyn,Brooklyn,False
2213,Uber,Gowanus,Bay Ridge,3.79,920,17.78,0.0,0.53,1.58,0.0,0.0,0.0,13.91,13.91,False,Mar,07,18,01,Tue,evening,Brooklyn,Brooklyn,False
2214,Lyft,Astoria,Steinway,2.084,728,14.2,0.0,0.43,1.26,0.0,0.0,0.0,9.4,9.4,False,Mar,07,19,04,Tue,evening,Queens,Queens,False
2215,Uber,TriBeCa/Civic Center,SoHo,1.15,571,13.63,0.0,0.41,1.21,2.75,0.0,10.0,8.99,18.990000000000002,False,Mar,07,19,08,Tue,evening,Manhattan,Manhattan,True
2216,Lyft,Erasmus,East Flatbush/Farragut,1.035,283,6.72,0.0,0.2,0.6,0.0,0.0,0.0,5.47,5.47,False,Mar,07,19,23,Tue,evening,Brooklyn,Brooklyn,False
2217,Uber,Yorkville West,Sutton Place/Turtle Bay North,2.84,611,17.14,0.0,0.51,1.52,2.75,0.0,0.0,9.53,9.53,False,Mar,07,19,28,Tue,evening,Manhattan,Manhattan,False
2218,Lyft,Sunset Park West,Flatbush/Ditmas Park,3.69,997,15.58,0.0,0.54,1.6,0.0,0.0,1.0,13.91,14.91,False,Mar,07,19,48,Tue,evening,Brooklyn,Brooklyn,True
2219,Uber,South Williamsburg,South Williamsburg,0.74,852,11.33,0.0,0.34,1.01,0.0,0.0,0.0,9.65,9.65,False,Mar,07,20,00,Tue,evening,Brooklyn,Brooklyn,False
2220,Uber,Midtown North,Murray Hill,1.27,463,10.86,0.0,0.33,0.96,2.75,0.0,5.0,5.88,10.879999999999999,False,Mar,07,20,25,Tue,evening,Manhattan,Manhattan,True
2221,Uber,East Chelsea,Lenox Hill East,10.43,2190,44.61,40.0,2.54,7.51,2.75,0.0,0.0,-17.72,-17.72,False,Mar,07,20,29,Tue,evening,Manhattan,Manhattan,False
2222,Uber,Soundview/Bruckner,Soundview/Castle Hill,2.64,844,14.27,0.0,0.43,1.27,0.0,0.0,0.0,11.13,11.13,False,Mar,07,21,16,Tue,evening,Bronx,Bronx,False
2223,Lyft,East New York,East New York,1.904,517,8.66,0.0,0.26,0.77,0.0,0.0,2.0,7.2,9.2,False,Mar,07,21,38,Tue,evening,Brooklyn,Brooklyn,True
2224,Uber,Hudson Sq,Outside of NYC,24.54,2577,86.98,20.0,3.21,0.0,0.0,0.0,0.0,72.56,72.56,True,Mar,07,22,14,Tue,night,Manhattan,Manhattan,False
2225,Uber,Bedford,Carroll Gardens,4.22,1293,21.44,0.0,0.64,1.9,0.0,0.0,0.0,17.26,17.26,False,Mar,07,22,37,Tue,night,Brooklyn,Brooklyn,False
2226,Uber,Clinton West,Murray Hill,2.11,720,13.55,0.0,0.41,1.2,2.75,0.0,3.0,9.32,12.32,False,Mar,08,01,53,Wed,night,Manhattan,Manhattan,True
2227,Lyft,Bedford Park,Belmont,1.084,365,7.47,0.0,0.22,0.66,0.0,0.0,0.0,5.47,5.47,False,Mar,08,02,29,Wed,night,Bronx,Bronx,False
2228,Uber,West Concourse,Midtown South,9.06,1260,27.81,0.0,0.83,2.47,0.75,0.0,0.0,31.12,31.12,False,Mar,08,04,06,Wed,night,Bronx,Bronx,False
2229,Lyft,JFK Airport,Astoria,14.388,2439,34.1,0.0,1.1,3.25,0.0,2.5,8.19,45.95,54.14,False,Mar,08,05,57,Wed,night,Queens,Queens,True
2230,Uber,South Ozone Park,South Ozone Park,1.0,317,7.86,0.0,0.24,0.7,0.0,0.0,0.0,6.0,6.0,False,Mar,08,06,41,Wed,morning,Queens,Queens,False
2231,Uber,Two Bridges/Seward Park,Midtown Center,3.77,848,23.1,0.0,0.69,2.05,2.75,0.0,0.0,14.4,14.4,False,Mar,08,06,52,Wed,morning,Manhattan,Manhattan,False
2232,Uber,Washington Heights North,East Tremont,3.33,1271,17.81,0.0,0.53,1.58,0.0,0.0,1.0,16.61,17.61,False,Mar,08,06,56,Wed,morning,Manhattan,Manhattan,True
2233,Uber,Hamilton Heights,Penn Station/Madison Sq West,7.66,1917,45.77,0.0,1.37,4.06,2.75,0.0,0.0,31.19,31.19,False,Mar,08,07,48,Wed,morning,Manhattan,Manhattan,False
2234,Uber,Cypress Hills,Murray Hill,8.48,3594,61.58,6.55,2.04,6.05,2.75,0.0,0.0,43.97,43.97,False,Mar,08,08,15,Wed,morning,Brooklyn,Brooklyn,False
2235,Lyft,South Beach/Dongan Hills,Mariners Harbor,7.996,1308,27.17,0.0,0.82,2.41,0.0,0.0,0.0,22.15,22.15,False,Mar,08,08,23,Wed,morning,Staten Island,Staten Island,False
2236,Lyft,Bay Ridge,Bay Ridge,1.114,387,6.9,0.0,0.21,0.61,0.0,0.0,0.0,5.47,5.47,False,Mar,08,09,02,Wed,morning,Brooklyn,Brooklyn,False
2237,Uber,Lincoln Square West,Morningside Heights,2.91,694,18.89,0.0,0.57,1.68,2.75,0.0,0.0,18.81,18.81,False,Mar,08,09,02,Wed,morning,Manhattan,Manhattan,False
2238,Uber,East Tremont,East Tremont,0.44,487,9.8,0.0,0.29,0.87,0.0,0.0,0.0,7.34,7.34,False,Mar,08,09,15,Wed,morning,Bronx,Bronx,False
2239,Uber,Upper West Side South,Midtown Center,2.45,1589,21.45,0.0,0.64,1.9,2.75,0.0,0.0,19.08,19.08,False,Mar,08,09,38,Wed,morning,Manhattan,Manhattan,False
2240,Uber,Flatiron,TriBeCa/Civic Center,3.44,1154,14.99,0.0,0.45,1.33,2.75,0.0,0.0,15.37,15.37,False,Mar,08,10,19,Wed,morning,Manhattan,Manhattan,False
2241,Uber,Crown Heights North,Park Slope,2.07,675,16.07,0.0,0.48,1.43,0.0,0.0,1.0,8.85,9.85,False,Mar,08,10,44,Wed,morning,Brooklyn,Brooklyn,True
2242,Uber,Washington Heights South,Outside of NYC,45.29,4395,145.24,6.55,4.55,13.47,0.0,0.0,0.0,108.33,108.33,True,Mar,08,11,21,Wed,morning,Manhattan,Manhattan,False
2243,Uber,Elmhurst/Maspeth,East New York,15.31,2081,38.39,0.0,1.15,3.41,0.0,0.0,0.0,38.25,38.25,False,Mar,08,11,29,Wed,morning,Queens,Queens,False
2244,Lyft,JFK Airport,Bushwick South,9.841,1536,32.35,0.0,1.05,3.09,0.0,2.5,0.0,26.58,26.58,False,Mar,08,12,16,Wed,afternoon,Queens,Queens,False
2245,Lyft,Clinton West,Midtown Center,1.148,894,11.75,0.0,0.35,1.04,2.75,0.0,0.0,10.25,10.25,False,Mar,08,12,39,Wed,afternoon,Manhattan,Manhattan,False
2246,Uber,Battery Park City,Newark Airport,13.87,1563,50.21,21.0,2.21,0.0,0.0,2.5,0.0,35.99,35.99,False,Mar,08,13,18,Wed,afternoon,Manhattan,Manhattan,False
2247,Uber,Washington Heights North,Central Harlem North,3.43,841,14.27,0.0,0.43,1.27,0.0,0.0,0.0,12.63,12.63,False,Mar,08,13,22,Wed,afternoon,Manhattan,Manhattan,False
2248,Uber,Flushing,Murray Hill-Queens,0.87,369,8.88,0.0,0.27,0.79,0.0,0.0,0.0,5.71,5.71,False,Mar,08,16,29,Wed,afternoon,Queens,Queens,False
2249,Lyft,Clinton West,East Harlem North,5.06,2469,28.78,0.0,0.86,2.55,2.75,0.0,0.0,29.41,29.41,False,Mar,08,17,17,Wed,afternoon,Manhattan,Manhattan,False
2250,Uber,Prospect-Lefferts Gardens,Marine Park/Mill Basin,4.85,1869,26.31,0.0,0.79,2.34,0.0,0.0,0.0,23.7,23.7,False,Mar,08,18,11,Wed,evening,Brooklyn,Brooklyn,False
2251,Uber,JFK Airport,Breezy Point/Fort Tilden/Riis Beach,16.96,2367,54.95,2.45,1.8,5.32,0.0,2.5,8.0,44.99,52.99,False,Mar,08,18,45,Wed,evening,Queens,Queens,True
2252,Uber,Midtown East,Flushing Meadows-Corona Park,11.48,2156,54.82,6.55,1.84,5.45,2.75,0.0,0.0,35.79,35.79,False,Mar,08,19,01,Wed,evening,Manhattan,Manhattan,False
2253,Uber,Midtown Center,Union Sq,1.62,665,17.57,0.0,0.53,1.56,2.75,0.0,0.0,11.65,11.65,False,Mar,08,19,24,Wed,evening,Manhattan,Manhattan,False
2254,Uber,Woodlawn/Wakefield,Eastchester,1.95,694,11.54,0.0,0.35,1.02,0.0,0.0,0.0,9.29,9.29,False,Mar,08,19,33,Wed,evening,Bronx,Bronx,False
2255,Lyft,Bushwick South,Williamsburg (South Side),0.874,431,7.04,0.0,0.21,0.62,0.0,0.0,0.0,5.47,5.47,False,Mar,08,20,28,Wed,evening,Brooklyn,Brooklyn,False
2256,Uber,Elmhurst,Maspeth,2.36,668,12.3,0.0,0.37,1.09,0.0,0.0,0.0,10.23,10.23,False,Mar,08,20,43,Wed,evening,Queens,Queens,False
2257,Uber,East Flatbush/Farragut,Canarsie,2.33,748,13.34,0.0,0.4,1.18,0.0,0.0,0.0,10.32,10.32,False,Mar,08,20,50,Wed,evening,Brooklyn,Brooklyn,False
2258,Uber,Garment District,Financial District North,3.98,1226,28.78,0.0,0.86,2.55,2.75,0.0,4.0,20.09,24.09,False,Mar,08,21,21,Wed,evening,Manhattan,Manhattan,True
2259,Uber,Flatiron,Financial District North,2.8,930,27.73,0.0,0.83,2.46,2.75,0.0,0.0,21.76,21.76,False,Mar,08,23,23,Wed,night,Manhattan,Manhattan,False
2260,Uber,East New York,East New York,0.82,270,8.03,0.0,0.24,0.71,0.0,0.0,0.0,5.38,5.38,False,Mar,09,05,57,Thu,night,Brooklyn,Brooklyn,False
2261,Uber,Port Richmond,Bloomfield/Emerson Hill,2.59,557,13.35,0.0,0.4,1.18,0.0,0.0,0.0,9.09,9.09,False,Mar,09,07,41,Thu,morning,Staten Island,Staten Island,False
2262,Uber,Sheepshead Bay,Borough Park,5.16,2076,30.34,0.0,0.91,2.69,0.0,0.0,0.0,29.54,29.54,False,Mar,09,07,44,Thu,morning,Brooklyn,Brooklyn,False
2263,Uber,TriBeCa/Civic Center,Little Italy/NoLiTa,0.77,466,8.24,0.0,0.25,0.73,2.75,0.0,0.0,5.36,5.36,False,Mar,09,10,07,Thu,morning,Manhattan,Manhattan,False
2264,Uber,Baisley Park,Kensington,17.99,3237,52.69,0.0,1.58,4.68,0.0,0.0,0.0,52.34,52.34,True,Mar,09,10,48,Thu,morning,Queens,Queens,False
2265,Lyft,Stapleton,Saint George/New Brighton,1.97,550,8.93,0.0,0.27,0.79,0.0,0.0,0.0,7.6,7.6,False,Mar,09,11,22,Thu,morning,Staten Island,Staten Island,False
2266,Uber,Melrose South,Kingsbridge Heights,6.19,2099,36.5,0.0,1.1,3.24,0.0,0.0,0.0,27.2,27.2,False,Mar,09,13,20,Thu,afternoon,Bronx,Bronx,False
2267,Uber,Hudson Sq,Midtown Center,2.83,1562,29.74,0.0,0.89,2.64,2.75,0.0,5.02,18.89,23.91,False,Mar,09,15,18,Thu,afternoon,Manhattan,Manhattan,True
2268,Lyft,LaGuardia Airport,Central Harlem North,7.115,1785,32.99,6.51,1.26,3.73,0.0,2.5,3.0,25.54,28.54,False,Mar,09,15,41,Thu,afternoon,Queens,Queens,True
2269,Uber,Midtown Center,Gramercy,2.45,1529,18.1,0.0,0.54,1.61,2.75,0.0,0.0,17.28,17.28,False,Mar,09,15,45,Thu,afternoon,Manhattan,Manhattan,False
2270,Uber,Hudson Sq,Newark Airport,14.94,2557,58.0,23.68,2.53,0.0,0.0,2.5,0.0,46.37,46.37,False,Mar,09,15,53,Thu,afternoon,Manhattan,Manhattan,False
2271,Lyft,Bushwick North,Sunnyside,3.871,1163,18.76,0.0,0.56,1.66,0.0,0.0,3.15,15.7,18.849999999999998,False,Mar,09,15,58,Thu,afternoon,Brooklyn,Brooklyn,True
2272,Uber,UN/Turtle Bay South,LaGuardia Airport,9.01,1875,43.71,6.55,1.51,4.46,2.75,0.0,0.0,29.7,29.7,False,Mar,09,16,15,Thu,afternoon,Manhattan,Manhattan,False
2273,Uber,Cambria Heights,Bayside,7.97,1476,24.87,0.0,0.75,2.21,0.0,0.0,0.0,23.57,23.57,False,Mar,09,16,49,Thu,afternoon,Queens,Queens,False
2274,Uber,Fort Greene,Erasmus,4.31,2036,24.97,0.0,0.75,2.22,0.0,0.0,0.0,24.3,24.3,False,Mar,09,17,20,Thu,afternoon,Brooklyn,Brooklyn,False
2275,Uber,Upper East Side North,Yorkville West,0.98,502,7.12,0.0,0.21,0.63,2.75,0.0,0.0,7.12,7.12,False,Mar,09,17,26,Thu,afternoon,Manhattan,Manhattan,False
2276,Uber,Upper East Side North,Clinton East,2.59,811,21.01,0.0,0.63,1.86,2.75,0.0,2.0,12.98,14.98,False,Mar,09,17,31,Thu,afternoon,Manhattan,Manhattan,True
2277,Uber,Meatpacking/West Village West,Hudson Sq,1.14,477,10.02,0.0,0.3,0.89,2.75,0.0,0.0,8.6,8.6,False,Mar,09,17,43,Thu,afternoon,Manhattan,Manhattan,False
2278,Lyft,Flatiron,West Chelsea/Hudson Yards,1.777,914,10.71,0.0,0.32,0.95,2.75,0.0,0.0,10.77,10.77,False,Mar,09,17,45,Thu,afternoon,Manhattan,Manhattan,False
2279,Lyft,Melrose South,Longwood,1.527,755,11.46,0.0,0.34,1.02,0.0,0.0,0.0,8.97,8.97,False,Mar,09,17,46,Thu,afternoon,Bronx,Bronx,False
2280,Lyft,Bay Ridge,Bath Beach,1.554,612,8.49,0.0,0.26,0.75,0.0,0.0,0.0,7.66,7.66,False,Mar,09,17,47,Thu,afternoon,Brooklyn,Brooklyn,False
2281,Uber,Van Nest/Morris Park,Schuylerville/Edgewater Park,1.42,390,8.91,0.0,0.27,0.79,0.0,0.0,0.0,5.39,5.39,False,Mar,09,19,12,Thu,evening,Bronx,Bronx,False
2282,Uber,Financial District South,TriBeCa/Civic Center,0.92,538,7.91,0.0,0.24,0.7,2.75,0.0,0.0,6.15,6.15,False,Mar,09,19,14,Thu,evening,Manhattan,Manhattan,False
2283,Uber,Williamsburg (North Side),Outside of NYC,9.04,1917,43.06,20.0,1.89,0.0,0.0,0.0,0.0,31.61,31.61,False,Mar,09,21,51,Thu,evening,Brooklyn,Brooklyn,False
2284,Lyft,Long Island City/Hunters Point,Long Island City/Queens Plaza,0.69,494,7.01,0.0,0.21,0.62,0.0,0.0,2.0,5.49,7.49,False,Mar,09,22,26,Thu,night,Queens,Queens,True
2285,Uber,West Village,Outside of NYC,31.71,2751,144.07,25.9,5.1,0.0,0.0,0.0,0.0,103.14,103.14,True,Mar,09,22,32,Thu,night,Manhattan,Manhattan,False
2286,Uber,LaGuardia Airport,Outside of NYC,14.73,1441,48.77,6.55,1.66,4.91,0.0,0.0,0.0,33.55,33.55,False,Mar,09,22,48,Thu,night,Queens,Queens,False
2287,Uber,Sutton Place/Turtle Bay North,Outside of NYC,13.23,2476,54.55,21.48,2.28,0.0,0.0,0.0,0.0,45.22,45.22,False,Mar,09,22,48,Thu,night,Manhattan,Manhattan,False
2288,Uber,Gramercy,Meatpacking/West Village West,1.75,685,12.22,0.0,0.37,1.08,2.75,0.0,0.0,8.55,8.55,False,Mar,10,00,43,Fri,night,Manhattan,Manhattan,False
2289,Uber,Union Sq,Outside of NYC,13.37,2935,57.58,20.0,2.33,0.0,0.0,0.0,0.0,47.98,47.98,False,Mar,10,00,57,Fri,night,Manhattan,Manhattan,False
2290,Uber,Bushwick North,Bushwick South,1.47,426,8.31,0.0,0.25,0.74,0.0,0.0,0.0,6.71,6.71,False,Mar,10,03,09,Fri,night,Brooklyn,Brooklyn,False
2291,Uber,Sutton Place/Turtle Bay North,Gramercy,1.81,419,12.64,0.0,0.38,1.12,2.75,0.0,0.0,6.14,6.14,False,Mar,10,06,52,Fri,morning,Manhattan,Manhattan,False
2292,Uber,Upper East Side North,Midtown Center,2.57,1263,19.81,0.0,0.59,1.76,2.75,0.0,0.0,14.95,14.95,False,Mar,10,08,21,Fri,morning,Manhattan,Manhattan,False
2293,Uber,Upper East Side South,Middle Village,9.44,2941,49.31,6.55,1.68,4.96,2.75,0.0,0.0,39.21,39.21,False,Mar,10,08,34,Fri,morning,Manhattan,Manhattan,False
2294,Uber,West Village,LaGuardia Airport,11.63,2420,46.87,0.0,1.41,4.16,2.75,0.0,5.51,36.88,42.39,False,Mar,10,08,38,Fri,morning,Manhattan,Manhattan,True
2295,Uber,Fordham South,Crotona Park East,2.49,869,17.8,0.0,0.53,1.58,0.0,0.0,0.0,11.17,11.17,False,Mar,10,08,56,Fri,morning,Bronx,Bronx,False
2296,Uber,LaGuardia Airport,East Chelsea,11.75,3411,52.63,6.55,1.78,5.25,2.75,0.0,13.79,46.99,60.78,False,Mar,10,09,09,Fri,morning,Queens,Queens,True
2297,Lyft,UN/Turtle Bay South,Financial District South,4.578,719,14.21,0.0,0.43,1.26,2.75,0.0,0.0,12.4,12.4,False,Mar,10,09,18,Fri,morning,Manhattan,Manhattan,False
2298,Uber,Midtown South,Murray Hill,0.99,515,9.16,0.0,0.27,0.81,2.75,0.0,0.0,6.93,6.93,False,Mar,10,09,34,Fri,morning,Manhattan,Manhattan,False
2299,Lyft,Prospect-Lefferts Gardens,Clinton Hill,2.984,1620,19.78,0.0,0.59,1.76,0.0,0.0,0.0,18.88,18.88,False,Mar,10,09,41,Fri,morning,Brooklyn,Brooklyn,False
2300,Uber,Upper West Side North,Upper East Side South,2.54,930,16.84,0.0,0.51,1.49,2.75,0.0,0.0,12.62,12.62,False,Mar,10,09,44,Fri,morning,Manhattan,Manhattan,False
2301,Lyft,Norwood,Spuyten Duyvil/Kingsbridge,3.005,972,14.31,0.0,0.43,1.27,0.0,0.0,0.0,13.95,13.95,False,Mar,10,10,00,Fri,morning,Bronx,Bronx,False
2302,Uber,Meatpacking/West Village West,Union Sq,1.44,920,11.82,0.0,0.35,1.05,2.75,0.0,3.0,10.4,13.4,False,Mar,10,11,14,Fri,morning,Manhattan,Manhattan,True
2303,Lyft,Bushwick South,Maspeth,2.459,788,18.64,0.0,0.56,1.66,0.0,0.0,0.0,10.43,10.43,False,Mar,10,11,54,Fri,morning,Brooklyn,Brooklyn,False
2304,Lyft,Sunset Park East,Fort Greene,3.777,1557,32.33,0.0,0.97,2.87,0.0,0.0,0.0,19.27,19.27,False,Mar,10,11,56,Fri,morning,Brooklyn,Brooklyn,False
2305,Uber,Midtown East,Penn Station/Madison Sq West,1.44,1229,21.16,0.0,0.63,1.88,2.75,0.0,2.64,21.09,23.73,False,Mar,10,12,22,Fri,afternoon,Manhattan,Manhattan,True
2306,Uber,LaGuardia Airport,Times Sq/Theatre District,9.8,3178,49.96,6.55,1.7,5.02,2.75,0.0,13.19,41.71,54.9,False,Mar,10,14,09,Fri,afternoon,Queens,Queens,True
2307,Uber,West Concourse,University Heights/Morris Heights,2.41,940,12.92,0.0,0.39,1.15,0.0,0.0,0.0,14.52,14.52,False,Mar,10,14,32,Fri,afternoon,Bronx,Bronx,False
2308,Uber,TriBeCa/Civic Center,Two Bridges/Seward Park,1.45,610,12.33,0.0,0.37,1.09,2.75,0.0,0.0,8.48,8.48,False,Mar,10,14,52,Fri,afternoon,Manhattan,Manhattan,False
2309,Uber,Ozone Park,Richmond Hill,2.13,775,15.1,0.0,0.45,1.34,0.0,0.0,0.0,9.86,9.86,False,Mar,10,14,55,Fri,afternoon,Queens,Queens,False
2310,Uber,Coney Island,Homecrest,2.38,1030,15.11,0.0,0.45,1.34,0.0,0.0,3.0,12.55,15.55,False,Mar,10,15,30,Fri,afternoon,Brooklyn,Brooklyn,True
2311,Uber,SoHo,Flatiron,1.98,758,11.6,0.0,0.35,1.03,2.75,0.0,1.0,19.01,20.01,False,Mar,10,15,42,Fri,afternoon,Manhattan,Manhattan,True
2312,Uber,LaGuardia Airport,TriBeCa/Civic Center,16.39,3440,60.65,6.55,2.02,5.96,2.75,0.0,11.68,54.97,66.65,True,Mar,10,17,36,Fri,afternoon,Queens,Queens,True
2313,Uber,West Chelsea/Hudson Yards,Midtown South,1.38,810,15.42,0.0,0.46,1.37,2.75,0.0,0.0,13.35,13.35,False,Mar,10,17,40,Fri,afternoon,Manhattan,Manhattan,False
2314,Uber,JFK Airport,Penn Station/Madison Sq West,17.18,5140,62.64,6.55,2.15,6.36,2.75,2.5,0.0,69.11,69.11,True,Mar,10,17,53,Fri,afternoon,Queens,Queens,False
2315,Uber,Hillcrest/Pomonok,Jamaica,2.04,1079,17.86,0.0,0.54,1.59,0.0,0.0,0.0,12.58,12.58,False,Mar,10,18,10,Fri,evening,Queens,Queens,False
2316,Uber,West Concourse,University Heights/Morris Heights,2.21,789,14.29,0.0,0.43,1.27,0.0,0.0,0.0,12.19,12.19,False,Mar,10,19,16,Fri,evening,Bronx,Bronx,False
2317,Lyft,Erasmus,Woodside,8.851,2497,60.89,0.0,1.83,5.4,0.0,0.0,13.62,34.36,47.98,False,Mar,10,19,57,Fri,evening,Brooklyn,Brooklyn,True
2318,Uber,University Heights/Morris Heights,Lincoln Square West,9.31,1659,34.14,0.0,1.02,3.03,2.75,0.0,4.09,26.93,31.02,False,Mar,10,20,00,Fri,evening,Bronx,Bronx,True
2319,Uber,Pelham Parkway,Belmont,1.91,570,11.6,0.0,0.35,1.03,0.0,0.0,0.0,7.67,7.67,False,Mar,10,20,27,Fri,evening,Bronx,Bronx,False
2320,Uber,Williamsburg (North Side),Williamsburg (North Side),0.83,791,9.61,0.0,0.29,0.85,0.0,0.0,0.0,9.55,9.55,False,Mar,10,21,49,Fri,evening,Brooklyn,Brooklyn,False
2321,Lyft,Hunts Point,Co-Op City,6.713,699,18.77,0.0,0.56,1.66,0.0,0.0,0.0,14.86,14.86,False,Mar,10,22,12,Fri,night,Bronx,Bronx,False
2322,Uber,Queensboro Hill,College Point,6.35,1000,21.15,0.0,0.63,1.88,0.0,0.0,0.0,17.49,17.49,False,Mar,10,22,25,Fri,night,Queens,Queens,False
2323,Uber,Fordham South,East Tremont,1.84,708,12.47,0.0,0.37,1.11,0.0,0.0,0.0,13.01,13.01,False,Mar,10,23,16,Fri,night,Bronx,Bronx,False
2324,Lyft,Chinatown,Two Bridges/Seward Park,1.49,558,9.9,0.0,0.3,0.88,2.75,0.0,2.75,7.08,9.83,False,Mar,11,01,04,Sat,night,Manhattan,Manhattan,True
2325,Uber,Inwood,Kingsbridge Heights,1.61,615,8.64,0.0,0.26,0.77,0.0,0.0,0.0,8.11,8.11,False,Mar,11,01,46,Sat,night,Manhattan,Manhattan,False
2326,Uber,Lower East Side,East Village,0.66,306,19.85,0.0,0.6,1.76,2.75,0.0,0.0,11.76,11.76,False,Mar,11,02,08,Sat,night,Manhattan,Manhattan,False
2327,Lyft,East Harlem North,East Harlem North,0.978,389,8.2,0.0,0.25,0.73,0.0,0.0,0.0,5.47,5.47,False,Mar,11,02,15,Sat,night,Manhattan,Manhattan,False
2328,Uber,Erasmus,Flatbush/Ditmas Park,1.58,583,11.19,0.0,0.34,0.99,0.0,0.0,0.0,7.86,7.86,False,Mar,11,03,28,Sat,night,Brooklyn,Brooklyn,False
2329,Uber,Little Italy/NoLiTa,East Chelsea,2.48,724,15.24,0.0,0.46,1.35,2.75,0.0,0.0,9.81,9.81,False,Mar,11,06,28,Sat,morning,Manhattan,Manhattan,False
2330,Uber,Corona,East New York,9.12,1161,28.57,0.0,0.86,2.54,0.0,0.0,0.0,24.5,24.5,False,Mar,11,06,33,Sat,morning,Queens,Queens,False
2331,Uber,Kew Gardens Hills,Briarwood/Jamaica Hills,1.52,459,8.9,0.0,0.27,0.79,0.0,0.0,0.0,6.4,6.4,False,Mar,11,07,46,Sat,morning,Queens,Queens,False
2332,Lyft,Astoria,TriBeCa/Civic Center,10.146,1660,34.29,0.53,1.04,3.09,2.75,0.0,8.82,28.12,36.94,False,Mar,11,09,22,Sat,morning,Queens,Queens,True
2333,Uber,Midtown North,Upper East Side North,8.08,1889,62.66,0.0,1.88,5.56,2.75,0.0,0.0,41.69,41.69,False,Mar,11,09,54,Sat,morning,Manhattan,Manhattan,False
2334,Lyft,Seaport,Lower East Side,1.435,679,17.18,0.0,0.52,1.52,2.75,0.0,0.0,8.14,8.14,False,Mar,11,11,08,Sat,morning,Manhattan,Manhattan,False
2335,Uber,SoHo,Midtown North,4.2,1796,37.68,0.0,1.13,3.34,2.75,0.0,0.0,21.93,21.93,False,Mar,11,11,39,Sat,morning,Manhattan,Manhattan,False
2336,Uber,Midtown South,Times Sq/Theatre District,0.67,312,14.86,0.0,0.45,1.32,2.75,0.0,5.0,11.12,16.119999999999997,False,Mar,11,11,42,Sat,morning,Manhattan,Manhattan,True
2337,Uber,Murray Hill,Little Italy/NoLiTa,2.33,1061,17.16,0.0,0.51,1.52,2.75,0.0,4.38,12.77,17.15,False,Mar,11,11,49,Sat,morning,Manhattan,Manhattan,True
2338,Uber,Woodside,Bushwick South,5.24,1453,24.08,0.0,0.72,2.14,0.0,0.0,0.0,20.01,20.01,False,Mar,11,12,11,Sat,afternoon,Queens,Queens,False
